ID,Año,Título y Medio,Ocasión y Lugar,# representaciones,Última representación,GP compositor,Título,Medio,Ocasión,Lugar,Facebook live,Universidad de Chile,# Intérpretes GP H,# Intérpretes GP M,# Intérpretes GP ND
RMCh238_001,2022,Alen para guitarra,"II Ciclo de Guitarra Clásica de la Fundación Guitarra Viva Ernesto Quezada Bouey, Teatro Aula Magna USACH",1,2022-05-04,male,Alen,guitarra,II Ciclo de Guitarra Clásica de la Fundación Guitarra Viva Ernesto Quezada Bouey,Teatro Aula Magna USACH,False,False,1.0,0.0,0.0
RMCh238_002,2022,Alen para guitarra,"Concierto “Hoja de álbum”, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-21,male,Alen,guitarra,Concierto “Hoja de álbum”,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_003,2022,Alen para guitarra,"2° Seminario de Guitarra de la Universidad de Chile. Salón de Honor, Casa Central de la Universidad de Chile",1,2022-08-23,male,Alen,guitarra,2° Seminario de Guitarra de la Universidad de Chile. Salón de Honor,Casa Central de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_004,2022,"Sonatina para guitarra (I. Andante, II. Vivo)","II Ciclo de Guitarra Clásica de la Fundación Guitarra Viva Ernesto Quezada Bouey, Teatro Aula Magna USACH",1,2022-05-04,male,Sonatina,"guitarra (I. Andante, II. Vivo)",II Ciclo de Guitarra Clásica de la Fundación Guitarra Viva Ernesto Quezada Bouey,Teatro Aula Magna USACH,False,False,1.0,0.0,0.0
RMCh238_005,2022,"Sonatina para guitarra (I. Andante, II. Vivo)","Concierto “Hoja de álbum”, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-21,male,Sonatina,"guitarra (I. Andante, II. Vivo)",Concierto “Hoja de álbum”,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_006,2022,"Sonatina para guitarra (I. Andante, II. Vivo)","2° Seminario de Guitarra de la Universidad de Chile. Salón de Honor, Casa Central de la Universidad de Chile",1,2022-08-23,male,Sonatina,"guitarra (I. Andante, II. Vivo)",2° Seminario de Guitarra de la Universidad de Chile. Salón de Honor,Casa Central de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_007,2022,Sueño primaveral para guitarra,"Concierto “Hoja de álbum”, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-21,male,Sueño primaveral,guitarra,Concierto “Hoja de álbum”,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_008,2022,Sueño primaveral para guitarra,"2° Seminario de Guitarra de la Universidad de Chile. Salón de Honor, Casa Central de la Universidad de Chile",1,2022-08-23,male,Sueño primaveral,guitarra,2° Seminario de Guitarra de la Universidad de Chile. Salón de Honor,Casa Central de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_009,2022,Homenaje* para clarinete solo,"Concierto “Nuevas composiciones chilenas para clarinete y piano”, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-07,male,Homenaje*,clarinete solo,Concierto “Nuevas composiciones chilenas para clarinete y piano”,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_010,2022,Trote tarapaqueño para coro (Arr. Eduardo Torres),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Trote tarapaqueño,coro (Arr. Eduardo Torres),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,1.0,2.0,1.0
RMCh238_011,2022,Huachitorito (recopilación) para coro,"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Huachitorito (recopilación),coro,Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,2.0,1.0,1.0
RMCh238_012,2022,Trote del burrito para coro (Arr. Norma Segovia),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa caliche ra, Teatro Aula Magna USACH",1,2022-05-31,unknown,Trote del burrito,coro (Arr. Norma Segovia),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa caliche ra,False,False,1.0,2.0,0.0
RMCh238_013,2022,Tamboril en La Tirana para coro (Arr. Gonzalo Calle),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Tamboril en La Tirana,coro (Arr. Gonzalo Calle),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,1.0,1.0,2.0
RMCh238_014,2022,La matillana para coro (Arr. Eduardo Torres),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,La matillana,coro (Arr. Eduardo Torres),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,1.0,1.0,0.0
RMCh238_015,2022,Me voy p’al norte para coro (Arr. Nolberto González Hevia),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Me voy p’al norte,coro (Arr. Nolberto González Hevia),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,0.0,2.0,0.0
RMCh238_016,2022,Ha llegado al pesebre para coro (Arr. Juan David Arroyo),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Ha llegado al pesebre,coro (Arr. Juan David Arroyo),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,1.0,1.0,1.0
RMCh238_017,2022,Tamarugos para coro (Arr. Eduardo Torres),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Tamarugos,coro (Arr. Eduardo Torres),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,2.0,1.0,0.0
RMCh238_018,2022,Cachimbo de Pica para coro (Arr. Francisco de la Lastra Azúa),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Cachimbo de Pica,coro (Arr. Francisco de la Lastra Azúa),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,1.0,1.0,1.0
RMCh238_019,2022,Vida de andariego para coro (Arr. Eduardo Torres),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Vida de andariego,coro (Arr. Eduardo Torres),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,0.0,2.0,1.0
RMCh238_020,2022,Caliche para coro (Arr. Waldo Aránguiz Thompson),"Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín, hijo de la pampa calichera, Teatro Aula Magna USACH",1,2022-05-31,unknown,Caliche,coro (Arr. Waldo Aránguiz Thompson),Concierto Coro polifónico integral USACH: Homenaje coral a Calatambo Albarracín,hijo de la pampa calichera,False,False,3.0,1.0,0.0
RMCh238_021,2022,Inner Guerilla (2021) para electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-04-21,male,Inner Guerilla (2021),electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,0.0,0.0,0.0
RMCh238_022,2022,Sé bueno (1923) para coro mixto a cappella,"XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Templo Mayor del Campus Oriente UC",1,2022-04-19,unknown,Sé bueno (1923),coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Templo Mayor del Campus Oriente UC,False,False,1.0,1.0,0.0
RMCh238_023,2022,Sé bueno (1923) para coro mixto a cappella,"XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Parroquia de la Anunciación, Providencia, Santiago",1,2022-04-20,unknown,Sé bueno (1923),coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Parroquia de la Anunciación,False,False,1.0,1.0,0.0
RMCh238_024,2022,Sé bueno (1923) para coro mixto a cappella,"XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Sala Luksic, Campus San Joaquín UC",1,2022-04-21,unknown,Sé bueno (1923),coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Sala Luksic,False,False,1.0,1.0,0.0
RMCh238_025,2022,"Nueve estudios (1920-1936) para piano (I. Tranquilo, II. Lento, III. Allegretto, IV. Allegretto, V. Molto allegro, VI. Andante, VII. Lento, VIII. Moderato, IX. Andantino)","Concierto “Pedro Humberto Allende (1885-1959): tres obras relevantes de la década de 1920”, Salón de Honor del Instituto de Chile",1,2022-07-11,unknown,Nueve estudios (1920-1936),"piano (I. Tranquilo, II. Lento, III. Allegretto, IV. Allegretto, V. Molto allegro, VI. Andante, VII. Lento, VIII. Moderato, IX. Andantino)",Concierto “Pedro Humberto Allende (1885-1959): tres obras relevantes de la década de 1920”,Salón de Honor del Instituto de Chile,False,False,1.0,0.0,0.0
RMCh238_026,2022,"Canciones infantiles (1926) para voz y piano (Cuaderno I: 1. Este niñito compró un huevito, 2. Tutito hagamos ya, 3. Pimpín Sarabín; Cuaderno II: 1. Mañana domingo, 2. Cotón Colorado, 3. Comadre rana). Textos tradicionales populares (I. 1, 3 y II. 1, 2, 3). Texto de Pedro Humberto Allende (I. 2)","Concierto “Pedro Humberto Allende (1885-1959): tres obras relevantes de la década de 1920”, Salón de Honor del Instituto de Chile",1,2022-07-11,unknown,Canciones infantiles (1926),"voz y piano (Cuaderno I: 1. Este niñito compró un huevito, 2. Tutito hagamos ya, 3. Pimpín Sarabín; Cuaderno II: 1. Mañana domingo, 2. Cotón Colorado, 3. Comadre rana). Textos tradicionales populares (I. 1, 3 y II. 1, 2, 3). Texto de Pedro Humberto Allende (I. 2)",Concierto “Pedro Humberto Allende (1885-1959): tres obras relevantes de la década de 1920”,Salón de Honor del Instituto de Chile,False,False,2.0,0.0,0.0
RMCh238_027,2022,Tonada VII de las 12 tonadas de carácter popular chileno (1918-1922) para guitarra y órgano positivo,"Concierto “Dum Aurora Finem Daret”, 58ª Temporada de Conciertos Música UC. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente",1,2022-09-13,unknown,Tonada VII de las 12 tonadas de carácter popular chileno (1918-1922),guitarra y órgano positivo,Concierto “Dum Aurora Finem Daret”,58ª Temporada de Conciertos Música UC. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,False,False,2.0,0.0,0.0
RMCh238_028,2022,Tonada VII de las 12 tonadas de carácter popular chileno (1918-1922) para guitarra y órgano positivo,"Concierto “Dum Aurora Finem Daret”, 58ª Temporada de Conciertos Música UC. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM)",1,2022-09-14,unknown,Tonada VII de las 12 tonadas de carácter popular chileno (1918-1922),guitarra y órgano positivo,Concierto “Dum Aurora Finem Daret”,58ª Temporada de Conciertos Música UC. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM),False,False,2.0,0.0,0.0
RMCh238_029,2022,Feedback (1964) para violín y cinta magnética,"XXII Festival Internacional de Música Contemporánea, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-26,male,Feedback (1964),violín y cinta magnética,XXII Festival Internacional de Música Contemporánea,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_030,2022,"AXime (2022) para violín solo, comisionada por David Núñez Áñez para formar la obra Jiwasa, 15 miniaturas para violín solo",Concierto inaugural. X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-08-01,male,AXime (2022),"violín solo, comisionada por David Núñez Áñez",Concierto inaugural. X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,1.0,0.0,0.0
RMCh238_031,2022,Fragmentos para Miguel (2022) para ensamble y actriz,X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM),1,2022-08-28,male,Fragmentos,Miguel (2022),X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM),,False,False,4.0,7.0,3.0
RMCh238_032,2022,Mandrágora (2019) para dos oboes,"Festival Internacional de Oboe, Asociación Cultural Mismar. Vía Facebook Live",1,2022-04-12,unknown,Mandrágora (2019),dos oboes,Festival Internacional de Oboe,Asociación Cultural Mismar. Vía Facebook Live,True,False,2.0,0.0,1.0
RMCh238_033,2022,Acento azul para electrónica,"Concierto acusmático de compositores chilenos. Gabinete de Electroacústica para la música de Arte (GEMA), Facultad de Artes de la Universidad de Chile. Sala Isidora Zegers",1,2022-08-24,male,Acento azul,electrónica,Concierto acusmático de compositores chilenos. Gabinete de Electroacústica para la música de Arte (GEMA),Facultad de Artes de la Universidad de Chile. Sala Isidora Zegers,False,True,0.0,0.0,0.0
RMCh238_034,2022,"O magnum mysterium* (2013, rev: 2022) para coro mixto a cappella","XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Templo Mayor del Campus Oriente UC",1,2022-04-19,male,"O magnum mysterium* (2013, rev: 2022)",coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Templo Mayor del Campus Oriente UC,False,False,1.0,1.0,0.0
RMCh238_035,2022,"O magnum mysterium* (2013, rev: 2022) para coro mixto a cappella","XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Parroquia de la Anunciación, Providencia, Santiago",1,2022-04-20,male,"O magnum mysterium* (2013, rev: 2022)",coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Parroquia de la Anunciación,False,False,1.0,1.0,0.0
RMCh238_036,2022,"O magnum mysterium* (2013, rev: 2022) para coro mixto a cappella","XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Sala Luksic, Campus San Joaquín UC",1,2022-04-21,male,"O magnum mysterium* (2013, rev: 2022)",coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Sala Luksic,False,False,1.0,1.0,0.0
RMCh238_037,2022,Caos (2008) para cuarteto de cuerdas,"Lanzamiento del disco Despliegues del colectivo de compositoras de Valparaíso Resonancia Femenina, sello Aula Records, Universidad de Santiago. Auditorio de la Facultad de Administración y Economía, USACH",1,2022-09-07,female,Caos (2008),cuarteto de cuerdas,Lanzamiento del disco Despliegues del colectivo de compositoras de Valparaíso Resonancia Femenina,sello Aula Records,False,False,0.0,3.0,3.0
RMCh238_038,2022,Los molinos de Curaco para orquesta de cuerdas (Arr. Tomás Parra),"Concierto al aire libre, Plaza La Paz, sector Los Romeros, Concón",1,2022-09-23,male,Los molinos de Curaco,orquesta de cuerdas (Arr. Tomás Parra),Concierto al aire libre,Plaza La Paz,False,False,1.0,0.0,1.0
RMCh238_039,2022,Los molinos de Curaco para orquesta de cuerdas (Arr. Tomás Parra),"Concierto de gala. Club Alemán, Valparaíso",1,2022-09-28,male,Los molinos de Curaco,orquesta de cuerdas (Arr. Tomás Parra),Concierto de gala. Club Alemán,Valparaíso,False,False,1.0,0.0,1.0
RMCh238_040,2022,Los molinos de Curaco para orquesta de cuerdas (Arr. Tomás Parra),"Concierto de gala. Palacio Vergara, Viña del Mar",1,2022-09-29,male,Los molinos de Curaco,orquesta de cuerdas (Arr. Tomás Parra),Concierto de gala. Palacio Vergara,Viña del Mar,False,False,1.0,0.0,1.0
RMCh238_041,2022,Los molinos de Curaco para orquesta de cuerdas (Arr. Tomás Parra),"Concierto de gala. Palacio Rioja, Viña del Mar",1,2022-09-30,male,Los molinos de Curaco,orquesta de cuerdas (Arr. Tomás Parra),Concierto de gala. Palacio Rioja,Viña del Mar,False,False,1.0,0.0,1.0
RMCh238_042,2022,Panguipulli* (1996) para dúo de marimbas,1er Ciclo Alumni Música UC. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM),1,2022-08-31,male,Panguipulli* (1996),dúo de marimbas,1er Ciclo Alumni Música UC. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM),,False,False,1.0,0.0,2.0
RMCh238_043,2022,Viento Este para violín y violonchelo solistas y orquesta de cuerdas,"Palacio Rioja, Viña del Mar",1,2022-05-27,male,Viento Este,violín y violonchelo solistas y orquesta de cuerdas,Palacio Rioja,Viña del Mar,False,False,3.0,1.0,1.0
RMCh238_044,2022,Niebla Los Molinos* (2021) para cuarteto de saxofones,58ª Temporada de Cámara. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-08-16,male,Niebla Los Molinos* (2021),cuarteto de saxofones,58ª Temporada de Cámara. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,4.0,0.0,1.0
RMCh238_045,2022,Tatio (2009) para orquesta,"IX Concierto de Temporada: “Chile: Unidos por nuestros campos, desiertos, mares y cordilleras”, Teatro Municipal de Antofagasta",1,2022-09-09,male,Tatio (2009),orquesta,IX Concierto de Temporada: “Chile: Unidos por nuestros campos,desiertos,False,False,1.0,0.0,1.0
RMCh238_046,2022,"Bautismo de fuego (I. Mi amor se quema a lo bonzo, II. La luz de tu calle, III. Hay un fuego negro adentro mío, IV. Combustión espontánea del pueblo de Chile) para cuarteto de cuerdas","Concierto “Resonancias chilenas del siglo XXI”, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-30,male,"Bautismo de fuego (I. Mi amor se quema a lo bonzo, II. La luz de tu calle, III. Hay un fuego negro adentro mío, IV. Combustión espontánea del pueblo de Chile)",cuarteto de cuerdas,Concierto “Resonancias chilenas del siglo XXI”,Facultad de Artes de la Universidad de Chile,False,True,0.0,3.0,3.0
RMCh238_047,2022,"Voces de un ayer*, concierto para oboe y orquesta","VIII Concierto de Temporada, Teatro Municipal de Antofagasta",1,2022-08-26,male,"Voces de un ayer*, concierto",oboe y orquesta,VIII Concierto de Temporada,Teatro Municipal de Antofagasta,False,False,1.0,0.0,2.0
RMCh238_048,2022,"Fragmentos de Rosario (I. Así quiero morir [Allegro enérgico], II. A Luis [Andante], III. Cueca [Allegro]) para cuarteto de cuerdas","Concierto “Resonancias chilenas del siglo XXI”, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-30,male,"Fragmentos de Rosario (I. Así quiero morir [Allegro enérgico], II. A Luis [Andante], III. Cueca [Allegro])",cuarteto de cuerdas,Concierto “Resonancias chilenas del siglo XXI”,Facultad de Artes de la Universidad de Chile,False,True,0.0,3.0,3.0
RMCh238_049,2022,Pie Jesu* (2021) para coro mixto a cappella,"XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Templo Mayor del Campus Oriente UC",1,2022-04-19,male,Pie Jesu* (2021),coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Templo Mayor del Campus Oriente UC,False,False,1.0,1.0,0.0
RMCh238_050,2022,Pie Jesu* (2021) para coro mixto a cappella,"XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Parroquia de la Anunciación, Providencia, Santiago",1,2022-04-20,male,Pie Jesu* (2021),coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Parroquia de la Anunciación,False,False,1.0,1.0,0.0
RMCh238_051,2022,Pie Jesu* (2021) para coro mixto a cappella,"XIX Encuentro de Música Sacra, Pontificia Universidad Católica de Chile. Sala Luksic, Campus San Joaquín UC",1,2022-04-21,male,Pie Jesu* (2021),coro mixto a cappella,XIX Encuentro de Música Sacra,Pontificia Universidad Católica de Chile. Sala Luksic,False,False,1.0,1.0,0.0
RMCh238_052,2022,Aquí (a Iván Pequeño) (2021) para electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-04-20,unknown,Aquí (a Iván Pequeño) (2021),electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,0.0,0.0,0.0
RMCh238_053,2022,Tus zonas prohibidas (2010) para saxofón y electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-04-20,male,Tus zonas prohibidas (2010),saxofón y electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,1.0,0.0,0.0
RMCh238_054,2022,Suite Aconcagua* para orquesta de cuerdas,"Lanzamiento Biblioteca Digital. Palacio Rioja, Viña del Mar",1,2022-07-30,male,Suite Aconcagua*,orquesta de cuerdas,Lanzamiento Biblioteca Digital. Palacio Rioja,Viña del Mar,False,False,1.0,0.0,1.0
RMCh238_055,2022,Viz* (2020) para electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-04-21,male,Viz* (2020),electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,0.0,0.0,0.0
RMCh238_056,2022,Elav* (2022) para clarinete bajo,Concierto inaugural. X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-08-01,male,Elav* (2022),clarinete bajo,Concierto inaugural. X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,1.0,0.0,0.0
RMCh238_057,2022,Arigis para electrónica,"Concierto acusmático de com positores chilenos. Gabinete de Electroacústica para la música de Arte (GEMA), Facultad de Artes de la Universidad de Chile. Sala Isidora Zegers",1,2022-08-24,male,Arigis,electrónica,Concierto acusmático de com positores chilenos. Gabinete de Electroacústica para la música de Arte (GEMA),Facultad de Artes de la Universidad de Chile. Sala Isidora Zegers,False,True,0.0,0.0,0.0
RMCh238_058,2022,Horas para ensamble,"XXII Festival Internacional de Música Contemporánea, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-26,male,Horas,ensamble,XXII Festival Internacional de Música Contemporánea,Facultad de Artes de la Universidad de Chile,False,True,0.0,0.0,1.0
RMCh238_059,2022,Esferas (2019) para electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-04-22,unknown,Esferas (2019),electrónica,VII Festival de Música Electroacústica. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,0.0,0.0,0.0
RMCh238_060,2022,Iuppiter et voces… para electrónica,"XXII Festival Internacional de Música Contemporánea, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-27,male,Iuppiter et voces…,electrónica,XXII Festival Internacional de Música Contemporánea,Facultad de Artes de la Universidad de Chile,False,True,0.0,0.0,2.0
RMCh238_061,2022,Amazonas para electrónica,"XXII Festival Internacional de Música Contemporánea, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-27,unknown,Amazonas,electrónica,XXII Festival Internacional de Música Contemporánea,Facultad de Artes de la Universidad de Chile,False,True,0.0,0.0,2.0
RMCh238_062,2022,Senbiosis (extracto): Volthaus para electró nica y puesta en escena,"Concierto acusmático de compositores chilenos. Gabinete de Electroacústica para la música de Arte (GEMA), Facultad de Artes de la Universidad de Chile. Sala Isidora Zegers",1,2022-08-24,unknown,Senbiosis (extracto): Volthaus,electró nica y puesta en escena,Concierto acusmático de compositores chilenos. Gabinete de Electroacústica para la música de Arte (GEMA),Facultad de Artes de la Universidad de Chile. Sala Isidora Zegers,False,True,0.0,3.0,0.0
RMCh238_063,2022,Who´s the enemy? El tiempo no juega a mi favor II para electrónica,"Concierto GEMA: “Compositoras de América”, Temporada Virtual del Departamento de Música, Facultad de Artes de la Universidad de Chile, vía YouTube Música U. Chile",1,2022-06-08,female,Who´s the enemy? El tiempo no juega a mi favor II,electrónica,Concierto GEMA: “Compositoras de América”,Temporada Virtual del Departamento de Música,False,True,0.0,1.0,0.0
RMCh238_064,2022,Una polilla atrapada en mi ventana para clarinete solo,"Concierto “Nuevas composiciones chilenas para clarinete y piano”, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-07,female,Una polilla atrapada en mi ventana,clarinete solo,Concierto “Nuevas composiciones chilenas para clarinete y piano”,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh238_065,2022,Hojas para dos flautas,"XXII Festival Internacional de Música Contemporánea, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2022-09-29,female,Hojas,dos flautas,XXII Festival Internacional de Música Contemporánea,Facultad de Artes de la Universidad de Chile,False,True,0.0,2.0,1.0
RMCh238_066,2022,"Cuatro cantos sureños para voz y guitarra (I. Arteria rota, II. Aire, III. Despierto, IV. Insomnio)","Concierto “Cantos de Latinoamérica”. Temporada Virtual Departamento de Música, Facultad de Artes de la Universidad de Chile, vía YouTube Música U. Chile",1,2022-06-15,male,Cuatro cantos sureños,"voz y guitarra (I. Arteria rota, II. Aire, III. Despierto, IV. Insomnio)",Concierto “Cantos de Latinoamérica”. Temporada Virtual Departamento de Música,Facultad de Artes de la Universidad de Chile,False,True,1.0,1.0,0.0
RMCh238_067,2022,"Cuatro cantos sureños para voz y guitarra (I. Arteria rota, II. Aire, III. Despierto, IV. Insomnio)","2ndo Seminario de Guitarra de la Universidad de Chile. Salón de Honor, Casa Central de la Universidad de Chile",1,2022-08-23,male,Cuatro cantos sureños,"voz y guitarra (I. Arteria rota, II. Aire, III. Despierto, IV. Insomnio)",2ndo Seminario de Guitarra de la Universidad de Chile. Salón de Honor,Casa Central de la Universidad de Chile,False,True,1.0,1.0,0.0
RMCh238_068,2022,Mirando un espejo por detrás* (2019) para cuarteto de saxofones,58ª Temporada de Cámara. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,1,2022-08-16,male,Mirando un espejo por detrás* (2019),cuarteto de saxofones,58ª Temporada de Cámara. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro de Extensión Oriente,,False,False,4.0,0.0,1.0
RMCh238_069,2022,"La furia del ermitaño, un teatro sonoro sobre la locura (2020-2021) para dos cantantes y ensamble",X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM),1,2022-08-28,male,"La furia del ermitaño, un teatro sonoro sobre la locura (2020-2021)",dos cantantes y ensamble,X Encuentro Internacional de Compositores. Instituto de Música de la Pontificia Universidad Católica de Chile. Centro Cultural Gabriela Mistral (GAM),,False,False,4.0,7.0,3.0
